id,name
1444,合肥海尔电冰箱厂食堂B楼备用餐厅2
1445,合肥海尔电冰箱厂食堂B楼备用餐厅3
1446,合肥海尔电冰箱厂食堂B楼备用餐厅4
1447,合肥海尔电冰箱厂食堂B楼备用餐厅5
1453,广东青年职业学院备用食堂一
1454,良品早餐
1455,良品称菜
1456,良品营养套餐
1457,良品卤制品
1458,良品水煮鱼香
1459,良品粉面世家
1460,良品现焗世家
1461,良品卤肉饭
1462,良品鲜快炒
1463,良品轻食水果
1465,晓寿司玉泉营店
1466,喜茶新中关店代采
1467,凉山中医院备用
1468,良品铺子测试
1471,良品烧腊
1473,良品铺子食堂测试
1477,汉堡王诚盈中心店
1478,麦子香家常菜手擀面
1482,牛三爷嫩牛五方(新乡店)
1483,晓寿司动物园店
1485,上海配餐中心食堂
1490,天文馆备用
1493,MISS汀蛋糕甜品店
1495,废弃
1497,海航大厦食堂
1501,安庆会通新材料有限公司厂区行一备用餐厅
1502,huihiu
1504,半糖联盟青岛店
1505,河南科技大学第一附属医院新院区一层充值处
1507,安庆绿地新里城营销中心食堂友惠备用餐厅
1508,五谷渔粉新乡店
1511,米知味融合餐厅
1512,五谷渔粉新乡高新区店
1513,五谷渔粉
1514,盛磊的测试食堂
1515,盛磊的测试食堂2
1516,长垣烹饪职业技术学院二楼餐厅
1517,河南老兵餐饮服务有限公司备用餐厅1
1518,河南老兵餐饮服务有限公司备用餐厅2
1519,河南老兵餐饮服务有限公司备用餐厅3
1520,河南老兵餐饮服务有限公司备用餐厅4
1521,河南老兵餐饮服务有限公司备用餐厅5
1522,河南老兵餐饮服务有限公司备用餐厅6
1523,河南老兵餐饮服务有限公司备用餐厅7
1524,河南老兵餐饮服务有限公司备用餐厅8
1525,河南老兵餐饮服务有限公司备用餐厅9
1526,河南老兵餐饮服务有限公司备用餐厅10
1527,安徽公路技校备用餐厅1
1528,盛磊开的中餐厅
1529,盛磊开的西餐厅
1530,安徽公路技校备用餐厅2
1531,安徽公路技校备用餐厅3
1533,合工大智能院二楼食堂备用餐厅1
1534,合工大智能院二楼食堂备用餐厅2
1537,比德文产业园四楼备用餐厅1
1539,上海东航物流虹桥机场东区充值收款
1540,东航物流浦东机场西区充值收款
1541,东航物流浦东机场东区北区充值收款
1543,奉化迎思社区安养食堂充值
1547,宁波康喜乐嘉备用食堂9
1548,宁波康喜乐嘉备用食堂10
1549,宁波康喜乐嘉备用食堂11
1550,宁波康喜乐嘉备用食堂12
1551,宁波康喜乐嘉备用食堂13
1552,宁波康喜乐嘉备用食堂14
1553,宁波康喜乐嘉备用食堂15
1554,宁波康喜乐嘉备用食堂16
1555,宁波康喜乐嘉备用食堂17
1556,宁波康喜乐嘉备用食堂18
1557,宁波康喜乐嘉备用食堂19
1558,宁波康喜乐嘉备用食堂20
1559,宁波康喜乐嘉备用食堂21
1560,宁波康喜乐嘉备用食堂22
1561,宁波康喜乐嘉备用食堂23
1562,宁波康喜乐嘉备用食堂24
1563,宁波康喜乐嘉备用食堂25
1564,宁波康喜乐嘉备用食堂26
1565,宁波康喜乐嘉备用食堂27
1566,宁波康喜乐嘉备用食堂28
1567,宁波康喜乐嘉备用食堂29
1568,宁波康喜乐嘉备用食堂30
1569,宁波康喜乐嘉备用食堂31
1570,宁波康喜乐嘉备用食堂32
1571,宁波康喜乐嘉备用食堂33
1572,宁波康喜乐嘉备用食堂34
1573,宁波康喜乐嘉备用食堂35
1574,宁波康喜乐嘉备用食堂36
1575,宁波康喜乐嘉备用食堂37
1576,宁波康喜乐嘉备用食堂38
1577,宁波康喜乐嘉备用食堂39
1578,宁波康喜乐嘉备用食堂40
1579,宁波康喜乐嘉备用食堂41
1580,宁波康喜乐嘉备用食堂42
1581,宁波康喜乐嘉备用食堂43
1582,宁波康喜乐嘉备用食堂44
1583,宁波康喜乐嘉备用食堂45
1584,宁波康喜乐嘉备用食堂46
1585,宁波康喜乐嘉备用食堂47
1586,宁波康喜乐嘉备用食堂48
1587,宁波康喜乐嘉备用食堂49
1588,宁波康喜乐嘉备用食堂50
1591,比德文产业园四楼备用餐厅2
1592,比德文产业园四楼备用餐厅3
1593,比德文产业园四楼备用餐厅4
1594,比德文产业园四楼备用餐厅5
1595,湘南学院附属医院备用食堂1
1596,湘南学院附属医院备用食堂2
1597,湘南学院附属医院备用食堂3
1598,河南老雒阳幸福团餐饮食有限公司备用餐厅1
1599,河南老雒阳幸福团餐饮食有限公司备用餐厅2
1600,河南老雒阳幸福团餐饮食有限公司备用餐厅3
1601,河南老雒阳幸福团餐饮食有限公司备用餐厅4
1602,河南老雒阳幸福团餐饮食有限公司备用餐厅5
1603,河南老雒阳幸福团餐饮食有限公司备用餐厅6
1604,花小小新疆炒米粉
1605,亚惠美食和平广场店
1607,米知味纱厂南路店
1608,惊鸿一面银川店
1610,汉堡王包头苏宁广场店
1611,汉堡王济宁贵和店
1612,成都市温江区医学城3期食堂三楼
1613,成都市温江区医学城3期食堂四楼
1616,成都美餐分公司
1618,汉堡王北京新荟城店
1629,谷满地饭店郑州店
1631,称重餐线
1633,汉堡王天津MSD店
1634,汉堡王天津小白楼店
1635,汉堡王青岛阳光大厦店
1636,绿泉餐饮备用餐厅1
1637,绿泉餐饮备用餐厅2
1638,汉堡王石家庄财富大厦店
1639,绿泉餐饮备用餐厅3
1640,汉堡王保定华创店
1641,绿泉餐饮备用餐厅4
1642,绿泉餐饮备用餐厅5
1643,汉堡王太原北美新天地餐厅店
1644,汉堡王唐山爱琴海店
1645,汉堡王临沂泰盛广场店
1646,汉堡王四元桥店
1648,南昌创力大厦观味食堂备用1
1650,中核五建网上商超
1651,晶川电力电子科技园食堂备用餐厅
1652,晶川电力电子科技园食堂备用餐厅2
1653,晶川电力电子科技园食堂备用餐厅3
1654,晶川电力电子科技园食堂备用餐厅4
1656,渭南市山阳煤矿二楼超市
1657,餐补消费餐厅测试
1660,浙江灵峰餐饮备用1
1661,浙江灵峰餐饮备用2
1662,浙江灵峰餐饮备用3
1663,浙江灵峰餐饮备用4
1664,浙江灵峰餐饮备用5
1665,浙江灵峰餐饮备用6
1666,浙江灵峰餐饮备用7
1667,浙江灵峰餐饮备用8
1668,浙江灵峰餐饮备用9
1669,浙江灵峰餐饮备用10
1672,文榜火烧新乡店
1675,安徽粮食工程职业学院大佳一餐厅备用1
1676,安徽粮食工程职业学院大佳一餐厅备用2
1677,安徽粮食工程职业学院大佳一餐厅备用3
1678,汉堡王太原万达店
1679,顺德光电产业园都市嘉食堂康洁膳食备用1
1680,顺德光电产业园都市嘉食堂康洁膳食备用2
1684,【备用】新容奇医院-职工餐厅
1687,贵州广播电影电视学校食堂二楼
1688,贵州广播电影电视学校食堂三楼
1690,苏州品越餐饮
1691,测试001吴
1694,重庆荣昌盈田产业园食堂-充值专用
1695,汉堡王青岛利群店-A
1696,德科测试
1698,合工创芯产业园食堂二楼备用餐厅
1701,allen测试
1706,澳优总部备用食堂
1713,南充市中心医院（备用1）
1714,南充中心医院（备用2）
1716,荣昌鲜佳智备用10
1717,荣昌眼镜园备用6
1718,荣昌鲜佳智备用9
1726,洛阳新义煤矿矿口超市
1732,肉蟹煲
1734,支付宝小微测试餐厅
1735,小谷姐姐麻辣烫麻辣拌朝阳路店
1736,汉堡王首城国际
1740,福建省肿瘤医院综合食堂备用A中团餐饮
1741,福建省肿瘤医院综合食堂中团餐饮备用B
1743,毕节幼儿师范高等专科学院备用餐厅2
1747,合肥市包河产业园逍肴厨子一楼备用餐厅2
1748,五爷拌面北苑店
1753,武汉国际企业中心园食谷餐厅备用1
1754,武汉国际企业中心园食谷餐厅备用2
1755,武汉国际企业中心园食谷餐厅备用3
1756,武汉国际企业中心园食谷餐厅备用4
1757,武汉国际企业中心园食谷餐厅备用5
1758,武汉国际企业中心园食谷餐厅备用6
1759,武汉国际企业中心园食谷餐厅备用7
1760,武汉国际企业中心园食谷餐厅备用8
1761,武汉国际企业中心园食谷餐厅备用9
1762,武汉国际企业中心园食谷餐厅备用10
1763,武汉国际企业中心园食谷餐厅备用11
1764,武汉国际企业中心园食谷餐厅备用12
1765,武汉国际企业中心园食谷餐厅备用13
1766,武汉国际企业中心园食谷餐厅备用14
1767,武汉国际企业中心园食谷餐厅备用15
1768,武汉国际企业中心园食谷餐厅备用16
1769,武汉国际企业中心园食谷餐厅备用17
1770,武汉国际企业中心园食谷餐厅备用18
1775,常州一院咖啡馆
1777,每日沙拉郑州店
1778,啊哦粑粑坊大学路店
1786,四川省团餐档口招商平台
1787,五爷拌面郑州绿地新都会店
1788,郭蕊测试餐厅
1790,安徽尚好轩餐饮备用食堂3
1791,安徽尚好轩餐饮备用食堂4
1792,武汉中饮餐饮备用餐厅11
1793,武汉中饮餐饮备用餐厅12
1794,武汉中饮餐饮备用餐厅13
1795,武汉中饮餐饮备用餐厅14
1796,武汉中饮餐饮备用餐厅15
1797,武汉中饮餐饮备用餐厅16
1798,武汉中饮餐饮备用餐厅17
1799,武汉中饮餐饮备用餐厅18
1800,武汉中饮餐饮备用餐厅19
1801,武汉中饮餐饮备用餐厅20
1802,丁记黄焖鸡米饭2
1803,青蔬麻辣烫新乡店
1804,川香阁
1805,淙淙那年河鲜坊
1806,李连贵熏肉大饼小营珠宝城店
1811,厦门跨境电商产业园食堂筷马星厨餐饮备用A
1812,厦门跨境电商产业园食堂筷马星厨餐饮备用B
1813,厦门跨境电商产业园食堂筷马星厨餐饮备用C
1815,厦门跨境电商产业园食堂筷马星厨餐饮备用D
1816,瑞鑫宇备用1
1817,瑞鑫宇备用2
1818,瑞鑫宇备用3
1819,瑞鑫宇备用4
1820,瑞鑫宇备用5
1821,瑞鑫宇备用6
1822,瑞鑫宇备用7
1823,瑞鑫宇备用8
1825,瑞鑫宇备用9
1826,瑞鑫宇备用10
1827,武汉中饮餐饮备用餐厅21
1828,武汉中饮餐饮备用餐厅22
1829,武汉中饮餐饮备用餐厅23
1830,武汉中饮餐饮备用餐厅24
1831,武汉中饮餐饮备用餐厅25
1832,【弃用】唐韵茶艺馆
1833,test0422
1838,亚惠美食宏远源时代店
1843,襄阳市护士学校一食堂
1844,襄阳市护士学校二食堂
1845,健鼎无锡芙蓉厂备用食堂1
1846,健鼎无锡芙蓉厂备用食堂2
1847,健鼎无锡芙蓉厂备用食堂3
1848,健鼎无锡芙蓉厂备用食堂4
1849,健鼎无锡芙蓉厂备用食堂5
1854,宝宝喊你来吃饭餐厅备用1
1855,宝宝喊你来吃饭餐厅备用2
1857,成都市国腾科技园二食堂备用
1858,成都市国腾科技园二食堂备用1
1859,超视堺CELL食堂备用
1862,汉堡王天津空港复地店
1863,汉堡王天津富力广场北马路店
1864,汉堡王大连高新万达店
1865,安徽尚好轩餐饮备用食堂5
1866,安徽尚好轩餐饮备用食堂6
1867,【弃用】客家城砵仔菜
1875,测试。。。。（作废）
1876,西安市中心医院塘坊街院区备用
1879,荣昌鲜佳智备用2
1880,荣昌鲜佳智备用3
1881,备用
1882,荣昌鲜佳智备用5
1885,杭州梓昆科技亚林餐饮备用A
1886,杭州梓昆科技亚林餐饮备用餐厅B
1887,杭州梓昆科技亚林餐饮备用C
1888,安徽誉苓餐饮管理有限公司备用食堂1
1889,安徽誉苓餐饮管理有限公司备用食堂2
1892,比克大厦备用食堂2
1894,福建技术师范学院则徐园食堂备用A
1895,福建技术师范学院则徐园食堂备用B
1896,福建技术师范学院则徐园食堂备用C
1897,福建技术师范学院则徐园食堂备用D
1898,福建技术师范学院则徐园食堂备用E
1901,广州致远电子企业食堂蒸味餐饮备用1
1907,中华药港食堂餐厅
1912,成都银杏酒店管理学院备用2
1915,成都银杏酒店管理学院备用5
1917,成都银杏酒店管理学院备用6
1918,成都银杏酒店管理学院备用7
1920,成都银杏酒店管理学院备用8
1921,成都银杏酒店管理学院-废弃
1922,国博vr园区一半菜园店备用食堂1
1924,凉皮先生幸福里店
1925,汉堡王天津富力广场店
1928,成都市金融城顺心餐饮食堂备用2
1929,成都市金融城顺心餐饮超市
1932,长沙县妇幼保健院备用食堂1
1933,长沙县妇幼保健院备用食堂2
1934,长沙县妇幼保健院备用食堂3
1938,四季暖食新乡店
1943,下线1
1944,深圳市万科南头古城物业食堂一楼
1951,中睿餐饮备用食堂1
1952,中睿餐饮备用食堂2
1953,中睿餐饮备用食堂3
1954,厦门市电子城国际创新中心化府餐厅彦之美乡餐饮
1955,厦门市电子城国际创新中心化府餐厅彦之美乡餐饮备用B
1956,福州世纪百联食堂玉莹餐饮备用A
1957,福州世纪百联食堂玉莹餐饮备用B
1958,合肥市新站区暖岸餐饮备用餐厅1
1959,合肥市新站区暖岸餐饮备用餐厅2
1960,合肥市新站区暖岸餐饮备用餐厅3
1964,晋中职业创食记1号食堂堂备用1
1965,晋中职业创食记1号食堂堂备用2
1966,开元餐厅备用1
1967,开元餐厅备用2
1968,开元餐厅备用3
1969,开元餐厅备用4
1970,开元餐厅备用5
1971,开元餐厅备用6
1972,开元餐厅备用7
1973,丰盛商汇味多晓厨食堂
1974,南京味多晓厨餐饮备用2
1975,南京味多晓厨餐饮备用3
1976,南京味多晓厨餐饮备用4
1977,南京味多晓厨餐饮备用5
1978,南京味多晓厨餐饮备用6
1979,太原英语周报备用餐厅一
1980,太原家家利美食城备用餐厅一
1986,赣州市人民医院北院备用1
1987,赣州市人民医院北院备用2
1988,港丰护理中心备用
1990,大塘街长者综合服务中心备用
1991,杭州梓昆科技亚林餐饮备用D
1992,杭州梓昆科技亚林餐饮备用E
1993,刘祥隆-测试餐厅
1995,西安天润美食广场备用1
1996,西安天润美食广场备用2
1997,西安天润美食广场备用3
1998,卤太宗清华园店
1999,渔芙蓉
2002,福州市网讯智慧中心大厦网讯美食食堂备用A
2003,福州市网讯智慧中心大厦网讯美食食堂备用B
2004,福州市网讯智慧中心大厦网讯美食食堂备用C
2005,福州市网讯智慧中心大厦网讯美食食堂备用D
2006,福州市网讯智慧中心大厦网讯美食食堂备用E
2010,信阳学院东区一餐厅备用一
2011,信阳学院东区一餐厅备用二
2012,温州森马服饰一号食堂（上海和温州）
2013,温州森马服饰二号食堂（上海和温州）
2014,温州森马服饰园区超市（上海和温州）
2015,温州森马服饰园区咖啡吧（上海和温州）
2018,温州森马服饰浙里湘（上海和温州）
2019,济南市高新区政务中心餐厅备用餐厅1
2020,济南市高新区政务中心餐厅备用餐厅2
2021,济南市高新区政务中心餐厅备用餐厅3
2023,湖南中睿餐饮沅陵分公司备用食堂2
2024,湖南中睿餐饮沅陵分公司备用食堂3
2025,湖南中睿餐饮沅陵分公司备用食堂4
2026,湖南中睿餐饮沅陵分公司备用食堂5
2027,湖南中睿餐饮沅陵分公司备用食堂6
2028,湖南中睿餐饮沅陵分公司备用食堂7
2029,湖南中睿餐饮沅陵分公司备用食堂8
2030,湖南中睿餐饮沅陵分公司备用食堂9
2031,湖南中睿餐饮沅陵分公司备用食堂10
2033,杭州医药港小镇和达药谷加速器三期园区食堂备用A
2034,杭州医药港小镇和达药谷加速器三期园区食堂备用B
2035,杭州医药港小镇和达药谷加速器三期园区食堂备用C
2036,杭州医药港小镇和达药谷加速器三期园区食堂备用D
2037,杭州医药港小镇和达药谷加速器三期园区食堂备用E
2040,湖南中睿餐饮中方分公司备用食堂3
2041,湖南中睿餐饮中方分公司备用食堂4
2042,湖南中睿餐饮中方分公司备用食堂5
2043,湖南中睿餐饮中方分公司备用食堂6
2044,湖南中睿餐饮中方分公司备用食堂7
2045,湖南中睿餐饮中方分公司备用食堂8
2046,湖南中睿餐饮中方分公司备用食堂9
2047,湖南中睿餐饮中方分公司备用食堂10
2051,解放军第九六0医院（本部）一楼家属餐厅
